Sr No,Name,Address,Occupation,State,Unit1,Unit2,Unit3,Unit4,Unit5
850,Michelle Arnett,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Binders and Binder Accessories,British Columbia,42500,-10.48,8.69,2.99,0.39
851,Julie Creighton,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",British Columbia,44162,42.76,10.98,3.37,0.57
852,Sally Knutson,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,British Columbia,44256,48.45,8.01,2.87,0.4
853,Sally Knutson,Xerox 226,Paper,British Columbia,44256,-38.72,6.48,5.84,0.37
854,Sally Knutson,Sanford 52201 APSCO Electric Pencil Sharpener,Pens & Art Supplies,British Columbia,44256,182.15,40.97,8.99,0.59
855,Sally Knutson,Laminate Occasional Tables,Tables,British Columbia,44320,-1640.51,154.13,69,0.68
856,Kimberly Carter,Round Ring Binders,Binders and Binder Accessories,British Columbia,45377,-22.9,2.08,1.49,0.38
857,Rob Haberlin,Durable Pressboard Binders,Binders and Binder Accessories,British Columbia,47367,-0.17,3.8,1.49,0.38
858,Rob Haberlin,Avery 52,Labels,British Columbia,47367,2.28,3.69,0.5,0.38
859,Sally Knutson,Avery 492,Labels,British Columbia,47750,36.64,2.88,0.5,0.39
860,Sally Knutson,"Executive Impressions 13"" Chairman Wall Clock",Office Furnishings,British Columbia,47750,216.12,25.38,8.99,0.5
861,Marina Lichtenstein,Binder Posts,Binders and Binder Accessories,British Columbia,48388,-13.33,5.74,5.01,0.39
862,Christina DeMoss,Avery 498,Labels,British Columbia,49059,45.51,2.89,0.5,0.38
863,Christina DeMoss,Xerox 1891,Paper,British Columbia,49059,32.86,48.91,5.81,0.38
864,Luke Weiss,DIXON Oriole® Pencils,Pens & Art Supplies,British Columbia,49510,-6.22,2.58,1.3,0.59
865,Sally Knutson,Avery Durable Binders,Binders and Binder Accessories,British Columbia,49634,10.91,2.88,1.49,0.36
866,Michelle Arnett,Avery 510,Labels,British Columbia,50210,82.3,3.75,0.5,0.37
867,Michelle Arnett,"Super Bands, 12/Pack",Rubber Bands,British Columbia,50210,-30.26,1.86,2.58,0.82
868,Sanjit Chand,iDEN i95,Telephones and Communication,British Columbia,50503,-186.33,65.99,19.99,0.59
869,Anthony Johnson,Staples 6 Outlet Surge,Appliances,British Columbia,50816,-35.94,11.97,4.98,0.58
870,Anthony Johnson,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,British Columbia,50816,302.8,28.53,1.49,0.38
871,Anthony Johnson,"Memorex 4.7GB DVD+R, 3/Pack",Computer Peripherals,British Columbia,50816,-12.46,15.28,1.99,0.42
872,Luke Weiss,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,British Columbia,51073,958.8,136.98,24.49,0.59
873,Luke Weiss,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Office Furnishings,British Columbia,51073,813.35,30.93,3.92,0.44
874,Rob Haberlin,Office Star Flex Back Scooter Chair with White Frame,Chairs & Chairmats,British Columbia,51584,176.04,110.98,30,0.71
875,Monica Federle,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Office Furnishings,British Columbia,51879,372.26,51.94,19.99,0.44
876,Monica Federle,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,British Columbia,51879,212.06,19.98,8.68,0.37
877,Kimberly Carter,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Office Furnishings,British Columbia,52288,545.11,78.69,19.99,0.43
878,Michelle Arnett,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,British Columbia,53190,74.64,28.53,1.49,0.38
879,Michelle Arnett,StarTAC 7760,Telephones and Communication,British Columbia,53190,-170.53,65.99,3.99,0.59
880,Sanjit Chand,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,British Columbia,53536,109.16,22.98,7.58,0.51
881,Sanjit Chand,Bevis Round Conference Room Tables and Bases,Tables,British Columbia,53536,-234.59,179.29,56.2,0.71
882,Marina Lichtenstein,#10 Self-Seal White Envelopes,Envelopes,British Columbia,53572,4.79,11.09,5.25,0.36
883,Joy Smith,Xerox 1885,Paper,British Columbia,53825,649.8,48.04,7.23,0.37
884,Christina DeMoss,Fellowes Super Stor/Drawer® Files,Storage & Organization,British Columbia,53863,1660.15,161.55,19.99,0.66
885,Monica Federle,"Advantus Push Pins, Aluminum Head",Rubber Bands,British Columbia,54119,-43.45,5.81,3.37,0.54
886,Monica Federle,Acco Perma® 2700 Stacking Storage Drawers,Storage & Organization,British Columbia,54119,-41.75,29.74,6.64,0.7
887,Michelle Arnett,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Binders and Binder Accessories,British Columbia,56224,-117.27,3.81,5.44,0.36
888,Michelle Arnett,Bevis Steel Folding Chairs,Chairs & Chairmats,British Columbia,56224,-1115.99,95.95,74.35,0.57
889,Michelle Arnett,"Staples Vinyl Coated Paper Clips, 800/Box",Rubber Bands,British Columbia,56224,48.59,7.89,2.82,0.4
890,Michelle Arnett,Bevis 36 x 72 Conference Tables,Tables,British Columbia,56224,-153.25,124.49,51.94,0.63
891,Michelle Arnett,Telescoping Adjustable Floor Lamp,Office Furnishings,British Columbia,56293,-44.81,19.99,11.17,0.6
892,Michelle Arnett,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage & Organization,British Columbia,56293,-27.72,16.91,6.25,0.58
893,Sally Knutson,"Advantus Push Pins, Aluminum Head",Rubber Bands,British Columbia,57959,-32.06,5.81,3.37,0.54
894,Sally Knutson,"Micro Innovations Micro 3000 Keyboard, Black",Computer Peripherals,British Columbia,57959,-65.33,26.31,5.89,0.75
895,Christina DeMoss,LX 677,Telephones and Communication,British Columbia,58500,14.01,110.99,8.99,0.57
896,Joy Smith,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,British Columbia,59584,-160.46,100.98,35.84,0.62
897,Joy Smith,Canon MP41DH Printing Calculator,Office Machines,British Columbia,59584,16.81,150.98,13.99,0.38
898,Sonia Sunley,7160,Telephones and Communication,British Columbia,261,1680.79,140.99,4.2,0.59
899,Anthony O'Donnell,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Appliances,British Columbia,928,300.97,59.98,3.99,0.57
900,Anthony O'Donnell,DAX Clear Channel Poster Frame,Office Furnishings,British Columbia,928,45,14.58,7.4,0.48
901,Emily Grady,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,British Columbia,1282,366.48,31.78,1.99,0.42
902,Emily Grady,Prang Drawing Pencil Set,Pens & Art Supplies,British Columbia,1282,-2.06,2.78,1.34,0.45
903,Alex Avila,Euro Pro Shark Stick Mini Vacuum,Appliances,British Columbia,1856,-712.14,60.98,49,0.59
904,Alex Avila,M3682,Telephones and Communication,British Columbia,1856,973.16,125.99,8.08,0.57
905,Alex Avila,StarTAC 6500,Telephones and Communication,British Columbia,1856,676.13,125.99,8.8,0.59
906,Brian Moss,SAFCO Arco Folding Chair,Chairs & Chairmats,British Columbia,1925,67.84,276.2,24.49,
907,Emily Grady,Eldon Advantage® Chair Mats for Low to Medium Pile Carpets,Office Furnishings,British Columbia,2848,-303.62,43.31,15.9,0.75
908,Emily Grady,SC7868i,Telephones and Communication,British Columbia,2848,-264.28,125.99,8.99,0.55
909,Anna Andreadi,HP Office Recycled Paper (20Lb. and 87 Bright),Paper,British Columbia,5504,-20.33,5.78,7.64,0.36
910,Anna Andreadi,KF 788,Telephones and Communication,British Columbia,5504,20.23,45.99,4.99,0.56
911,Emily Grady,Logitech Internet Navigator Keyboard,Computer Peripherals,British Columbia,8390,-99.34,30.98,4,0.8
912,Barbara Fisher,ACCOHIDE® Binder by Acco,Binders and Binder Accessories,British Columbia,8545,-77.34,4.13,5.34,0.38
913,Barbara Fisher,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,British Columbia,8545,-662.8,130.98,54.74,0.69
914,Emily Grady,Serrated Blade or Curved Handle Hand Letter Openers,"Scissors, Rulers and Trimmers",British Columbia,9573,-59.91,3.14,1.92,0.84
915,Kelly Williams,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Envelopes,British Columbia,9892,424.36,27.18,8.23,0.38
916,Sonia Sunley,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,British Columbia,10048,97.16,73.98,4,0.77
917,Sonia Sunley,"*Staples* vLetter Openers, 2/Pack","Scissors, Rulers and Trimmers",British Columbia,10048,-20.65,3.68,1.32,0.83
918,Sonia Sunley,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,British Columbia,10144,103.83,355.98,58.92,0.64
919,Sonia Sunley,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,British Columbia,10144,-98.3,160.98,30,0.62
920,Sonia Sunley,Global Adaptabilities™ Conference Tables,Tables,British Columbia,10144,539.54,280.98,35.67,0.66
921,Sonia Sunley,Motorola SB4200 Cable Modem,Computer Peripherals,British Columbia,10432,220.39,179.99,19.99,0.48
922,Jocasta Rupert,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers and Trimmers",British Columbia,10661,-99.34,6.84,8.37,0.58
923,Sonia Sunley,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Envelopes,British Columbia,12806,107.93,35.89,14.72,0.4
924,Kelly Williams,Wilson Jones DublLock® D-Ring Binders,Binders and Binder Accessories,British Columbia,13158,29.33,6.75,2.99,0.35
925,Anna Andreadi,Strathmore Photo Mount Cards,Paper,British Columbia,13507,-75.71,6.78,6.18,0.39
926,Rick Duston,Xerox 1978,Paper,British Columbia,14375,-21.77,5.78,5.67,0.36
927,Sonia Sunley,"GBC White Gloss Covers, Plain Front",Binders and Binder Accessories,British Columbia,14627,67.86,14.48,6.46,0.38
928,Angele Hood,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,British Columbia,14852,1234.57,420.98,19.99,0.35
929,Sonia Sunley,Self-Adhesive Address Labels for Typewriters by Universal,Labels,British Columbia,16230,-7.86,7.31,0.49,0.38
930,Sonia Sunley,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,British Columbia,16230,-801.09,130.98,54.74,0.69
931,Sonia Sunley,Xerox 1891,Paper,British Columbia,16230,223.76,48.91,5.81,0.38
932,Sonia Sunley,Fellowes Recycled Storage Drawers,Storage & Organization,British Columbia,16230,506.86,111.03,8.64,0.78
933,Sonia Sunley,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Appliances,British Columbia,19074,191.47,208.16,68.02,0.58
934,Dennis Bolton,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,British Columbia,20194,68.89,20.24,6.67,0.49
935,Stewart Carmichael,Newell 312,Pens & Art Supplies,British Columbia,21024,33.8,5.84,1.2,0.55
936,Dennis Bolton,Avery 487,Labels,British Columbia,21509,15.82,3.69,0.5,0.38
937,Sonia Sunley,Avery 487,Labels,British Columbia,21856,71.77,3.69,0.5,0.38
938,Sonia Sunley,Serrated Blade or Curved Handle Hand Letter Openers,"Scissors, Rulers and Trimmers",British Columbia,21856,-47.75,3.14,1.92,0.84
939,Stewart Carmichael,"Eureka Hand Vacuum, Bagless",Appliances,British Columbia,22119,-122.77,49.43,19.99,0.57
940,Kelly Williams,Airmail Envelopes,Envelopes,British Columbia,22534,-44.18,83.93,19.99,0.38
941,Sonia Sunley,Keytronic French Keyboard,Computer Peripherals,British Columbia,22629,-243.02,73.98,14.52,0.65
942,Kelly Williams,TDK 4.7GB DVD-R,Computer Peripherals,British Columbia,23011,-33.93,10.01,1.99,0.41
943,Sonia Sunley,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders and Binder Accessories,British Columbia,24070,-98.31,4.91,4.97,0.38
944,Sonia Sunley,Hon Olson Stacker Stools,Chairs & Chairmats,British Columbia,24070,-164.59,140.81,24.49,0.57
945,Sonia Sunley,Newell 314,Pens & Art Supplies,British Columbia,24070,88.8,5.58,0.7,0.6
946,Sonia Sunley,Global Ergonomic Managers Chair,Chairs & Chairmats,British Columbia,24737,-210.97,180.98,26.2,0.59
947,Sonia Sunley,Xerox 1995,Paper,British Columbia,24737,-28.15,6.48,5.19,0.37
948,Anna Andreadi,Belkin 8 Outlet Surge Protector,Appliances,British Columbia,26373,2.3,40.98,5.33,0.57
949,Seth Vernon,Canon Image Class D660 Copier,Copiers and Fax,British Columbia,26978,-635.69,599.99,24.49,0.44
950,Seth Vernon,Xerox 1919,Paper,British Columbia,26978,938.26,40.99,5.86,0.36
951,Seth Vernon,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Storage & Organization,British Columbia,26978,-157.44,15.31,8.78,0.57
952,Alex Avila,Accessory27,Telephones and Communication,British Columbia,27174,-245.56,35.99,5,0.85
953,Sarah Foster,Berol Giant Pencil Sharpener,Pens & Art Supplies,British Columbia,27876,-70.54,16.99,8.99,0.56
954,Alex Avila,Verbatim DVD-R 4.7GB authoring disc,Computer Peripherals,British Columbia,28582,423.87,39.24,1.99,0.51
955,Alex Avila,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,British Columbia,28582,87.96,8.01,2.87,0.4
956,Anna Andreadi,Xerox 227,Paper,British Columbia,28868,-142.3,6.48,8.73,0.37
957,Angele Hood,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,British Columbia,29857,-639.47,140.98,36.09,0.77
958,Sonia Sunley,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,British Columbia,29921,1733.47,120.98,9.07,0.35
959,Kelly Williams,Accessory4,Telephones and Communication,British Columbia,30659,-106.51,85.99,0.99,0.85
960,Anna Andreadi,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,British Columbia,30660,-647.14,71.37,69,0.68
961,Alex Avila,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Paper,British Columbia,30883,59.84,6.98,1.6,0.38
962,Jim Karlsson,Microsoft Internet Keyboard,Computer Peripherals,British Columbia,32871,9.72,20.97,4,0.77
963,Sonia Sunley,Xerox 1962,Paper,British Columbia,33600,-94.36,4.28,4.79,0.4
964,Alex Avila,636,Telephones and Communication,British Columbia,33632,-277.78,115.99,5.26,0.57
965,Lisa DeCherney,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,British Columbia,33665,1063.46,284.98,69.55,0.6
966,Barbara Fisher,Wilson Jones Easy Flow II™ Sheet Lifters,Binders and Binder Accessories,British Columbia,34434,-63.19,1.8,4.79,0.37
967,Barbara Fisher,Avery White Multi-Purpose Labels,Labels,British Columbia,34434,50.66,4.98,0.49,0.39
968,Barbara Fisher,Accessory25,Telephones and Communication,British Columbia,34753,-63.7,20.99,0.99,0.57
969,Lisa DeCherney,Xerox 199,Paper,British Columbia,35364,-54.75,4.28,5.68,0.4
970,Lisa DeCherney,Bretford Rectangular Conference Table Tops,Tables,British Columbia,35364,-871.52,376.13,85.63,0.74
971,Lisa DeCherney,Bush Advantage Collection® Racetrack Conference Table,Tables,British Columbia,35364,455.02,424.21,110.2,0.67
972,Lisa DeCherney,T28 WORLD,Telephones and Communication,British Columbia,35364,-554.44,195.99,8.99,0.6
973,Barbara Fisher,Hon Comfortask® Task/Swivel Chairs,Chairs & Chairmats,British Columbia,35812,-112.62,113.98,30,0.69
974,Barbara Fisher,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,British Columbia,35812,-147.81,30.73,4,0.75
975,Barbara Fisher,Xerox 1938,Paper,British Columbia,35812,307.64,47.9,5.86,0.37
976,Alex Avila,"Executive Impressions 12"" Wall Clock",Office Furnishings,British Columbia,37063,89.6,17.67,8.99,0.47
977,Roy Skaria,1726 Digital Answering Machine,Telephones and Communication,British Columbia,37281,3.31,20.99,4.81,0.58
978,Angele Hood,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Chairs & Chairmats,British Columbia,37798,813.49,291.73,48.8,0.56
979,Seth Vernon,Rediform S.O.S. Phone Message Books,Paper,British Columbia,38017,45.14,4.98,0.8,0.36
980,Seth Vernon,StarTAC 3000,Telephones and Communication,British Columbia,38017,453.65,125.99,7.69,0.59
981,Sarah Foster,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,British Columbia,38272,-20.65,1.88,1.49,0.37
982,Kelly Williams,Adesso Programmable 142-Key Keyboard,Computer Peripherals,British Columbia,39301,-521.09,152.48,4,0.79
983,Dennis Bolton,"ACCOHIDE® 3-Ring Binder, Blue, 1""",Binders and Binder Accessories,British Columbia,39367,-146.97,4.13,5.04,0.38
984,Dennis Bolton,Ampad #10 Peel & Seel® Holiday Envelopes,Envelopes,British Columbia,39367,5.9,4.48,2.5,0.37
985,Roy Skaria,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Computer Peripherals,British Columbia,39655,-72.43,7.28,3.52,0.68
986,Jim Karlsson,Durable Pressboard Binders,Binders and Binder Accessories,British Columbia,40803,9.24,3.8,1.49,0.38
987,Jim Karlsson,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,British Columbia,40803,1512.07,300.98,64.73,0.56
988,Barbara Fisher,3M Organizer Strips,Binders and Binder Accessories,British Columbia,40806,-41.26,5.4,7.78,0.37
989,Anna Andreadi,Xerox 1983,Paper,British Columbia,43523,-97.23,5.98,5.46,0.36
990,Seth Vernon,Advantus Map Pennant Flags and Round Head Tacks,Rubber Bands,British Columbia,44199,-6.33,3.95,2,0.53
991,Alex Avila,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,British Columbia,44231,116.1,160.98,30,0.62
992,Alex Avila,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Computer Peripherals,British Columbia,44231,-87.96,17.98,4,0.79
993,Alex Avila,5185,Telephones and Communication,British Columbia,44231,311.64,115.99,8.99,0.58
994,Sonia Sunley,Hon Every-Day® Chair Series Swivel Task Chairs,Chairs & Chairmats,British Columbia,45573,-151.46,120.98,30,0.64
995,Lisa DeCherney,Avery 494,Labels,British Columbia,45763,24.28,2.61,0.5,0.39
996,Dennis Bolton,Xerox 1905,Paper,British Columbia,48165,-147.27,6.48,9.54,0.37
997,Anthony O'Donnell,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,British Columbia,48197,154.74,40.97,14.45,0.57
998,Barbara Fisher,Maxell DVD-RAM Discs,Computer Peripherals,British Columbia,48484,67.96,16.48,1.99,0.42
999,Barbara Fisher,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,British Columbia,48484,133.83,20.24,6.67,0.49
1000,Barbara Fisher,Computer Printout Paper with Letter-Trim Perforations,Paper,British Columbia,48484,153.8,18.97,9.03,0.37
